"","ID","Pub","CRN","informative","biased","credible","false","trustworthy","pol_leaning","familiar_Fox","familiar_Atlantic","familiar_CNN","familiar_SacBee","truthful_Fox","truthful_Atlantic","truthful_CNN","truthful_SacBee","trust_Fox","trust_Atlantic","trust_CNN","trust_SacBee","Pub_familiar","fam_rate","pol_rate","CRN_vs_NoCRN","Mixed_vs_Pol","treatment","pol_knowledge"
"132",33,"SacBee","c3",5,1,5,1,5,"Democrat","Yes","No","Yes","No","No","Don't know","No","Don't know","Barely","","Somewhat","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"133",34,"CNN","c1",4,3,4,2,4,"Independent","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Entirely","Entirely","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"134",34,"FoxNews","c1",4,5,4,4,4,"Independent","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Entirely","Entirely","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"135",34,"Atlantic","c3",5,5,4,2,5,"Independent","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Entirely","Entirely","Yes","Medium","Liberal",0.333333333333333,0,1,"low"
"136",34,"SacBee","c2",4,4,4,2,4,"Independent","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Entirely","Entirely","Yes","Low","Neutral/Local",0.333333333333333,0.5,1,"low"
"137",35,"CNN","c1",3,3,3,3,3,"Other Party","Yes","No","Yes","No","No","Don't know","Don't know","Don't know","Not at all","Barely","Barely","Barely","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"138",35,"FoxNews","c2",3,3,3,3,3,"Other Party","Yes","No","Yes","No","No","Don't know","Don't know","Don't know","Not at all","Barely","Barely","Barely","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"139",35,"Atlantic","c1",3,3,1,4,3,"Other Party","Yes","No","Yes","No","No","Don't know","Don't know","Don't know","Not at all","Barely","Barely","Barely","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"140",35,"SacBee","c3",4,3,3,3,3,"Other Party","Yes","No","Yes","No","No","Don't know","Don't know","Don't know","Not at all","Barely","Barely","Barely","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"141",36,"CNN","c2",4,2,4,2,4,"Democrat","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Don't know","Not at all","A lot","A lot","A lot","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"142",36,"FoxNews","c1",4,2,4,1,4,"Democrat","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Don't know","Not at all","A lot","A lot","A lot","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"143",36,"Atlantic","c3",3,2,4,3,3,"Democrat","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Don't know","Not at all","A lot","A lot","A lot","Yes","Medium","Liberal",0.333333333333333,0,1,"high"
"144",36,"SacBee","c1",4,2,4,2,4,"Democrat","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Don't know","Not at all","A lot","A lot","A lot","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"145",37,"CNN","c3",5,1,5,1,5,"Republican","Yes","No","Yes","Yes","No","Don't know","No","No","A lot","","Barely","Barely","Yes","High","Liberal",0.333333333333333,0,1,"high"
"146",37,"FoxNews","c2",5,1,5,1,5,"Republican","Yes","No","Yes","Yes","No","Don't know","No","No","A lot","","Barely","Barely","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"147",37,"Atlantic","c1",5,1,5,1,5,"Republican","Yes","No","Yes","Yes","No","Don't know","No","No","A lot","","Barely","Barely","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"148",37,"SacBee","c1",5,1,5,1,5,"Republican","Yes","No","Yes","Yes","No","Don't know","No","No","A lot","","Barely","Barely","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"149",38,"CNN","c1",4,2,5,1,4,"Other Party","Yes","Yes","Yes","No","No","Don't know","Don't know","Don't know","Barely","Barely","Somewhat","Not at all","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"150",38,"FoxNews","c3",4,4,2,3,3,"Other Party","Yes","Yes","Yes","No","No","Don't know","Don't know","Don't know","Barely","Barely","Somewhat","Not at all","Yes","High","Conservative",0.333333333333333,0,1,"high"
"151",38,"Atlantic","c1",3,2,4,3,3,"Other Party","Yes","Yes","Yes","No","No","Don't know","Don't know","Don't know","Barely","Barely","Somewhat","Not at all","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"152",38,"SacBee","c2",4,3,2,4,2,"Other Party","Yes","Yes","Yes","No","No","Don't know","Don't know","Don't know","Barely","Barely","Somewhat","Not at all","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"153",39,"CNN","c1",5,1,5,1,5,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Entirely","A lot","Barely","A lot","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"154",39,"FoxNews","c1",5,2,5,1,5,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Entirely","A lot","Barely","A lot","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"155",39,"Atlantic","c2",4,3,1,5,1,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Entirely","A lot","Barely","A lot","Yes","Medium","Liberal",0.333333333333333,0.5,1,"low"
"156",39,"SacBee","c3",5,1,5,1,5,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Entirely","A lot","Barely","A lot","Yes","Low","Neutral/Local",0.333333333333333,0,1,"low"
"157",40,"CNN","c2",5,1,5,1,5,"Democrat","Yes","Yes","Yes","No","Yes","Yes","Yes","Don't know","Not at all","","A lot","","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"158",40,"FoxNews","c3",5,1,5,1,5,"Democrat","Yes","Yes","Yes","No","Yes","Yes","Yes","Don't know","Not at all","","A lot","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"159",40,"Atlantic","c1",5,1,5,1,5,"Democrat","Yes","Yes","Yes","No","Yes","Yes","Yes","Don't know","Not at all","","A lot","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"160",40,"SacBee","c1",5,1,5,1,5,"Democrat","Yes","Yes","Yes","No","Yes","Yes","Yes","Don't know","Not at all","","A lot","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"161",41,"CNN","c3",5,5,5,5,5,"Republican","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","A lot","Entirely","Entirely","Yes","High","Liberal",0.333333333333333,0,1,"high"
"162",41,"FoxNews","c2",5,5,5,3,5,"Republican","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","A lot","Entirely","Entirely","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"163",41,"Atlantic","c1",4,4,5,5,5,"Republican","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","A lot","Entirely","Entirely","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"164",41,"SacBee","c1",5,5,5,5,5,"Republican","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","A lot","Entirely","Entirely","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"165",42,"CNN","c1",5,1,5,1,5,"Republican","No","No","No","No","Yes","No","No","No","Entirely","Not at all","Not at all","Not at all","No","High","Liberal",-0.666666666666667,-0.5,0,"high"
"166",42,"FoxNews","c3",4,5,5,2,4,"Republican","No","No","No","No","Yes","No","No","No","Entirely","Not at all","Not at all","Not at all","No","High","Conservative",0.333333333333333,0,1,"high"
"167",42,"Atlantic","c2",4,4,2,3,3,"Republican","No","No","No","No","Yes","No","No","No","Entirely","Not at all","Not at all","Not at all","No","Medium","Liberal",0.333333333333333,0.5,1,"high"
"168",42,"SacBee","c1",3,5,5,3,3,"Republican","No","No","No","No","Yes","No","No","No","Entirely","Not at all","Not at all","Not at all","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"169",43,"CNN","c3",4,3,4,2,4,"Democrat","Yes","No","Yes","No","No","No","No","No","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Liberal",0.333333333333333,0,1,"low"
"170",43,"FoxNews","c1",4,2,4,4,2,"Democrat","Yes","No","Yes","No","No","No","No","No","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"171",43,"Atlantic","c2",4,2,4,2,2,"Democrat","Yes","No","Yes","No","No","No","No","No","Somewhat","Somewhat","Somewhat","Somewhat","No","Medium","Liberal",0.333333333333333,0.5,1,"low"
"172",43,"SacBee","c1",4,4,5,4,4,"Democrat","Yes","No","Yes","No","No","No","No","No","Somewhat","Somewhat","Somewhat","Somewhat","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"173",44,"CNN","c1",4,2,3,3,3,"Republican","Yes","No","No","No","Yes","Don't know","No","Don't know","Entirely","","Not at all","","No","High","Liberal",-0.666666666666667,-0.5,0,"high"
"174",44,"FoxNews","c2",2,3,2,3,2,"Republican","Yes","No","No","No","Yes","Don't know","No","Don't know","Entirely","","Not at all","","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"175",44,"Atlantic","c1",4,3,3,3,3,"Republican","Yes","No","No","No","Yes","Don't know","No","Don't know","Entirely","","Not at all","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"176",44,"SacBee","c3",4,3,3,3,3,"Republican","Yes","No","No","No","Yes","Don't know","No","Don't know","Entirely","","Not at all","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"177",45,"CNN","c1",5,2,5,1,5,"Independent","Yes","No","Yes","Yes","Don't know","Don't know","Yes","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"178",45,"FoxNews","c2",4,1,3,2,4,"Independent","Yes","No","Yes","Yes","Don't know","Don't know","Yes","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Conservative",0.333333333333333,0.5,1,"low"
"179",45,"Atlantic","c1",5,1,5,1,5,"Independent","Yes","No","Yes","Yes","Don't know","Don't know","Yes","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"180",45,"SacBee","c3",5,1,5,1,5,"Independent","Yes","No","Yes","Yes","Don't know","Don't know","Yes","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","Yes","Low","Neutral/Local",0.333333333333333,0,1,"low"
"181",46,"CNN","c1",4,2,4,2,4,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","Somewhat","","Barely","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"182",46,"FoxNews","c1",4,2,4,2,4,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","Somewhat","","Barely","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"183",46,"Atlantic","c2",5,2,4,2,4,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","Somewhat","","Barely","","No","Medium","Liberal",0.333333333333333,0.5,1,"high"
"184",46,"SacBee","c3",4,2,4,2,4,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","Somewhat","","Barely","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"185",47,"CNN","c1",5,1,5,1,5,"Independent","Yes","Yes","Yes","Yes","Yes","No","No","Yes","A lot","Not at all","Not at all","Barely","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"186",47,"FoxNews","c3",4,5,5,1,5,"Independent","Yes","Yes","Yes","Yes","Yes","No","No","Yes","A lot","Not at all","Not at all","Barely","Yes","High","Conservative",0.333333333333333,0,1,"high"
"187",47,"Atlantic","c1",3,3,4,1,4,"Independent","Yes","Yes","Yes","Yes","Yes","No","No","Yes","A lot","Not at all","Not at all","Barely","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"188",47,"SacBee","c2",4,3,4,1,4,"Independent","Yes","Yes","Yes","Yes","Yes","No","No","Yes","A lot","Not at all","Not at all","Barely","Yes","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"189",48,"CNN","c3",5,1,5,1,4,"Independent","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"190",48,"FoxNews","c1",5,4,4,2,4,"Independent","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"191",48,"Atlantic","c2",4,1,4,3,3,"Independent","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","Medium","Liberal",0.333333333333333,0.5,1,"high"
"192",48,"SacBee","c1",5,3,3,3,4,"Independent","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"193",49,"CNN","c3",2,3,3,3,3,"Other Party","Yes","Yes","Yes","No","No","Yes","No","Don't know","Not at all","Somewhat","Not at all","","Yes","High","Liberal",0.333333333333333,0,1,"low"
"194",49,"FoxNews","c1",2,4,3,3,3,"Other Party","Yes","Yes","Yes","No","No","Yes","No","Don't know","Not at all","Somewhat","Not at all","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"195",49,"Atlantic","c1",4,3,3,2,3,"Other Party","Yes","Yes","Yes","No","No","Yes","No","Don't know","Not at all","Somewhat","Not at all","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"196",49,"SacBee","c2",4,2,3,3,3,"Other Party","Yes","Yes","Yes","No","No","Yes","No","Don't know","Not at all","Somewhat","Not at all","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"low"
"197",50,"CNN","c1",5,1,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Barely","Somewhat","Somewhat","Barely","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"198",50,"FoxNews","c3",4,1,5,1,4,"Republican","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Barely","Somewhat","Somewhat","Barely","Yes","High","Conservative",0.333333333333333,0,1,"high"
"199",50,"Atlantic","c2",4,3,4,3,3,"Republican","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Barely","Somewhat","Somewhat","Barely","Yes","Medium","Liberal",0.333333333333333,0.5,1,"high"
"200",50,"SacBee","c1",5,1,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Barely","Somewhat","Somewhat","Barely","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"201",51,"CNN","c1",3,2,5,1,4,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","Barely","Not at all","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"202",51,"FoxNews","c3",1,5,4,1,4,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","Barely","Not at all","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"203",51,"Atlantic","c1",2,3,5,3,4,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","Barely","Not at all","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"204",51,"SacBee","c2",2,3,2,3,3,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","Barely","Not at all","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"205",52,"CNN","c2",4,2,4,2,4,"Independent","Yes","Yes","Yes","No","No","Yes","No","Don't know","Not at all","Entirely","Not at all","","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"206",52,"FoxNews","c1",4,1,4,2,4,"Independent","Yes","Yes","Yes","No","No","Yes","No","Don't know","Not at all","Entirely","Not at all","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"207",52,"Atlantic","c1",4,2,5,4,4,"Independent","Yes","Yes","Yes","No","No","Yes","No","Don't know","Not at all","Entirely","Not at all","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"208",52,"SacBee","c3",4,2,4,2,4,"Independent","Yes","Yes","Yes","No","No","Yes","No","Don't know","Not at all","Entirely","Not at all","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"209",53,"CNN","c1",4,3,3,3,2,"Republican","Yes","Yes","Yes","No","Yes","Yes","No","Don't know","A lot","Somewhat","Barely","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"210",53,"FoxNews","c3",4,4,2,3,2,"Republican","Yes","Yes","Yes","No","Yes","Yes","No","Don't know","A lot","Somewhat","Barely","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"211",53,"Atlantic","c1",5,3,4,3,3,"Republican","Yes","Yes","Yes","No","Yes","Yes","No","Don't know","A lot","Somewhat","Barely","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"212",53,"SacBee","c2",3,4,3,3,3,"Republican","Yes","Yes","Yes","No","Yes","Yes","No","Don't know","A lot","Somewhat","Barely","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"213",54,"CNN","c2",4,2,4,3,4,"Republican","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"214",54,"FoxNews","c1",4,3,4,3,4,"Republican","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"215",54,"Atlantic","c3",3,2,2,3,2,"Republican","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","Yes","Medium","Liberal",0.333333333333333,0,1,"high"
"216",54,"SacBee","c1",4,2,4,3,4,"Republican","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"217",55,"CNN","c2",4,3,3,3,3,"Independent","Yes","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat","Not at all","Not at all","Barely","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"218",55,"FoxNews","c1",3,3,3,3,3,"Independent","Yes","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat","Not at all","Not at all","Barely","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"219",55,"Atlantic","c1",3,3,3,3,3,"Independent","Yes","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat","Not at all","Not at all","Barely","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"220",55,"SacBee","c3",3,3,3,3,3,"Independent","Yes","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat","Not at all","Not at all","Barely","Yes","Low","Neutral/Local",0.333333333333333,0,1,"high"
"221",56,"CNN","c3",5,5,5,5,5,"Republican","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Entirely","A lot","Yes","High","Liberal",0.333333333333333,0,1,"low"
"222",56,"FoxNews","c1",5,5,5,5,5,"Republican","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Entirely","A lot","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"223",56,"Atlantic","c1",5,5,5,5,5,"Republican","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Entirely","A lot","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"224",56,"SacBee","c2",5,5,5,5,5,"Republican","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Entirely","A lot","Yes","Low","Neutral/Local",0.333333333333333,0.5,1,"low"
"225",57,"CNN","c1",4,2,4,2,4,"Republican","Yes","Yes","Yes","No","Yes","Yes","Yes","Don't know","A lot","A lot","A lot","Barely","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"226",57,"FoxNews","c3",5,1,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","Yes","Yes","Don't know","A lot","A lot","A lot","Barely","Yes","High","Conservative",0.333333333333333,0,1,"low"
"227",57,"Atlantic","c1",5,1,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","Yes","Yes","Don't know","A lot","A lot","A lot","Barely","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"228",57,"SacBee","c2",5,1,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","Yes","Yes","Don't know","A lot","A lot","A lot","Barely","No","Low","Neutral/Local",0.333333333333333,0.5,1,"low"
"229",58,"CNN","c1",4,2,4,2,4,"Republican","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Not at all","Entirely","Entirely","Entirely","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"230",58,"FoxNews","c2",4,3,4,4,4,"Republican","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Not at all","Entirely","Entirely","Entirely","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"231",58,"Atlantic","c3",4,3,4,3,4,"Republican","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Not at all","Entirely","Entirely","Entirely","Yes","Medium","Liberal",0.333333333333333,0,1,"high"
"232",58,"SacBee","c1",5,1,4,1,4,"Republican","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Not at all","Entirely","Entirely","Entirely","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
